Row.names	Apap_The_002_1	Apap_The_002_2	Apap_The_002_3	Apap_The_024_1	Apap_The_024_2	Apap_The_024_3	Apap_Tox_002_2	Apap_Tox_002_3	Apap_Tox_024_1	Apap_Tox_024_2	Con_DMSO_002_1	Con_DMSO_002_2	Con_DMSO_002_3	Con_DMSO_024_1	Con_DMSO_024_2	Con_DMSO_024_3
ENSG00000000003	1226	3532	1843	1668	2185	1530	2707	2535	1949	2219	3015	2633	4627	3315	6258	5646
ENSG00000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000419	181	340	62	57	128	24	12	81	175	116	44	0	0	116	588	250
ENSG00000000457	77	411.22	44	326.78	375	60	398	272.55	431.96	227.03	166.01	15	1	271	833	153
ENSG00000000460	147	126	0	38.32	0	56.99	1	96.65	59	0	61	379	0	0	0	0
ENSG00000000938	496	489	321	355	189	226	228	338	0	318	132	0	0	0	0	1
ENSG00000000971	8477.08	15169.22	7147.62	9666.21	11486.53	5410.12	10920.77	10273.22	9285.61	9538.15	11190.01	7305.02	20320.43	20630.21	26593.04	28750.59
ENSG00000001036	3643	5993	2583	4232	4485	1831	5026	3371	3170	3682	3462	3760	1988	2908	6715	5177
ENSG00000001084	1658.87	3282	1518	1705	1976	1269.48	1574	1427	1263	2102.35	2816	2110.72	2257	1836	5427.16	7253
ENSG00000001167	52	156	29	227	261	98	163	2	321	129	298	731	526	1	1248	2
ENSG00000001460	70	333.98	115	224	197	289.98	181	189	329	173	525	312	407	363	245.21	0
ENSG00000001461	224	434	261	474	241	293	687	139	263	221	297	35	1064	435	1209	1
ENSG00000001497	1035	610	178	607	545	158	520	661	872	514	786	698	2018	70	791	517
ENSG00000001561	89	321	169	205	302	266	557	382	315	282	322	1481	0	161	1651	569
ENSG00000001617	116	102	43	122	116	2	0	81	0	0	0	0	0	289	0	777
ENSG00000001626	0	72	0	0	0	0	0	0	0	0	1	78	0	0	0	0
ENSG00000001629	358	567	392	398	460	278	750	678	463	570	1175	329	1096	1488	931	731
ENSG00000001630	2478.05	5063.87	2483	2304	2110.35	991.01	3260	2193	1478.03	1883.89	3877.8	2279.83	3645	5539	6771.68	5469
ENSG00000001631	69	552	68	223	228	190	347	418	216	314	291	294	452	1923	1127	808
ENSG00000002016	5	71	47	55.15	0	36	62	66	0	74	1	18	1	298	368	158
ENSG00000002079	59	0	0	0	0	0	24	33	0	0	66	0	0	0	0	0
ENSG00000002330	850	712	617	1214	949	663	1194	563	1031	281	245	39	286	334	3	137
ENSG00000002549	1473	2644	1740	1886	1331	959	1504	1575	1691	1060	1246	549	783	2876	2287	761
ENSG00000002586	7054	11039	4767	11420	10559	7205	10448	7608	6061	7064	8070	11359	3179	5292	8917	9040
ENSG00000002587	86	85.44	0	36	0	1	0	0	81.05	41	0	0	0	0	409.06	0
ENSG00000002726	0	1	0	11	0	129	0	0	0	0	0	0	0	0	0	0
ENSG00000002745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002746	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0.68	0
ENSG00000002822	206	692	365	192	621	11	281	50	57	221	0	1029	0	6	0	1
ENSG00000002834	11469.02	16871	7403	17346	16185.86	8907	12655	11094.65	6223	8407	13139	10189	6859	14821	17811	11476
ENSG00000002919	1	398.98	2	127	168	0	55.61	96	49	1	0	59	0	0	0	0
ENSG00000002933	15047	18944	10246	22519	22880	13608	13132	10104	7561	8359	8409	25436	9504	9378	14873	11196
ENSG00000003056	714	1021	886	842.12	897	862	687	1052	987	1044	1527	548	13	1393	2319.33	2673
ENSG00000003096	92	342	197	265	324	143	419	110	224	410	368	676	453	224	693	561
ENSG00000003137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003147	158	327	0	9	101	42	170	0	77	30	33	34	2	0	9	1
ENSG00000003249	1159	1346	765	2004	2163	1605	932	329	711	972	1308	2678	2108	1363	1213	2113
ENSG00000003393	464	843	540	644	995	470	774	970	1393	901	1814	1786	1815	1047	2949	1581
ENSG00000003400	296	443	243	222	149	80	458	400	96	421	822	39.42	854	93	37	3
ENSG00000003402	1221.22	2469.22	776.56	1803.27	2096.95	530.63	1218.42	1507.77	1390.49	1627.43	2335.26	1216.05	595	2569.81	3152.74	3220.86
ENSG00000003436	12791.09	22813.81	6801	15001	14530	7737	15110	13871.97	14296	14200.02	30984	19364	14076	26419	41581	44896
ENSG00000003509	0	282	114	108	124	22	3	153.72	0	12	175	136	0	74	25	0
ENSG00000003756	162	782.81	512	497	769	494	241.54	667	698	696	579	441	2082	456	335	273
ENSG00000003987	0	112	0	7.88	56.68	34	0	57	0	8	2	0	0	177	0	353
ENSG00000003989	2446	4829	1993	4796	5956	2485	2348	2374	2733	3668	3209	4109	4691	6083	6944	7841
ENSG00000004059	711	1523	985	1297	958	1746	969	680	932	422	899	1735	8	535	306	671
ENSG00000004139	0	0	37.18	112.24	11	2.17	7.25	0	0	77.35	0	0	0	0	0	9.29
ENSG00000004142	2968	4164	3287	4088	4183	2110	3739	2305	1753	2835	2856	3638	2426	3484	4551	1739
ENSG00000004399	687	695	800	1024	1344	1207	374	378	474	369	35	641	823	480	1196	132
ENSG00000004455	5801	8198	3925	3843	4997	2720	8767	7086	4265	4681	8224.65	5602.98	4591	6403.88	14925.95	7936
ENSG00000004468	32	173	12	47	40	0	46	65	0	129	0	0	0	435	0	6
ENSG00000004478	1165	1597	619	1034	1624	510.76	1467	1307	2132	1029	655	833	599	1375	1879	1181
ENSG00000004487	1240	1659	888	1024	847	441	979	1239	800	1550	1107	497	2551	1239	1740	1623
ENSG00000004534	529	1274	251	247	610	308	289	955	1019	298	223	321.01	7	1336	1153	367
ENSG00000004660	0	0	0	18.29	0	0	1	0	0	122	43	0	0	0	0	0
ENSG00000004700	47.87	276.26	144.04	103.49	67.81	18	393.01	167.34	313.08	226.7	700.03	20.21	0	661.19	507.11	218.99
ENSG00000004766	94	358.01	142	143.24	113	70	123	299	27	92.05	774	47	1	15	86	0
ENSG00000004776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000004777	0	100	114	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004779	2835	4054	2303	1865	1747	1382	2521	2129	1088	1019	1453	1265	1175	1241	1269	1235
ENSG00000004799	3980	8157	3006	4838	6017	2527	2480	1483	4381	5903	8207	6741	8547	5587	11669	9872
ENSG00000004809	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
ENSG00000004838	0	0	0	42	1	0	0	0	0	0	3	0	0	0	0	0
ENSG00000004846	67	1.19	0	0	0	2	0	0	0	0	0	0	1.03	0	51	0
ENSG00000004848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004864	2517	3056	1537	2744	2912	1084	2768	1817	1409	1977	3916	2951	2628	2358	3877	5542
ENSG00000004866	587	1395	518	672.68	925	603	1147	631	578	348	1322	593	0	873	1391	808
ENSG00000004897	1317	2579	686	1422	1366	462	2854	2530	2047	1760	4831	3009	3031	5368	7826	4758
ENSG00000004939	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000004948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004961	136	440	196	105	239	100	293	303	114	302	370	236	1	470	642	18
ENSG00000004975	115	111	136	428	268	257	79	227	0	218	41	27	1	1	1	1
ENSG00000005001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005007	1222	1661	1239	2088	2628	1541	1346	1599	694	1101	734	1783	183	1068	1416	434
ENSG00000005020	718	630	370	753	483	312	551	561	603	207	291	735	15	597	1061	594
ENSG00000005022	4682	7135	3783	3717	4192	2353	5486	4501	2244	3655	3534	4423	833	5034	4513	2844
ENSG00000005059	142	72	0	2	25	18	0	121	18	36	90	0	224	0	122	1
ENSG00000005073	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005075	1611.27	2402.99	1698.39	1990.19	1647.35	1242.64	1694.2	902.15	726.64	804.48	1622.31	3535.69	1	540.98	218.98	1943.11
ENSG00000005100	26	394	99	163	295	76.01	509	91	165	363	456	298	0	364	0	2
ENSG00000005102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005108	0	88	90	92	93	35	0	187	157	119	314	414	0	331	601	0
ENSG00000005156	338.25	760.08	394.69	520.82	546.29	227.27	255	390.71	157.44	524.58	940.4	179.86	0	95.28	1400.06	2994.7
ENSG00000005175	250	295	76	110	21	53	97	78	13	12	188	308	1	496	214	0
ENSG00000005187	175	866	418.71	408.03	500	285	536	523	451	371	767	152	3	1379	1171.86	1173
ENSG00000005189	69	91	51	42	54	6	4	185	104	242	128	469	0	0	0	0
ENSG00000005194	659	708	747	610	671	304	757	158	173	816	407	418	1779	880	777	949
ENSG00000005206	743	384	399	317	199.47	220	169	77	381	192	56	1473	0	182	318	0
ENSG00000005238	205	719	207	1072	841	861	631	339	167	481	789	943	1251	576	1780	1143
ENSG00000005243	521	411	380	442	574	271	257	273	381	91	81	547	707	537	728	340
ENSG00000005249	0	45	4	0	0	7	12	1	0	6	1	0	0	0	0	0
ENSG00000005302	208	535	429	496	296	176	825	431	703	293	669	1287	468	559	518	1188
ENSG00000005339	1602	1735	1565	2069	2750.83	1029	1067	1236	638	664	1968	2145	912	1688	1994	1271
ENSG00000005379	0	0	0	64	32	116	0	0	0	0	0	0	0	0	0	0
ENSG00000005381	156	0	0	48	77	0	0	0	0	18	0	0	0	0	0	0
ENSG00000005421	1945	3817	2255	4256	2968	1584	2665	2284	3110	2377	3077	4573	5035	4099	4654	6105
ENSG00000005436	145	270	48	206	206	63	216	315	273	315	622	705	1369	389	381	586
ENSG00000005448	0	0	0	34	8	6	0	0	0	38	0	349	0	69	1	0
ENSG00000005469	206	787	90	319	422	110	378	364	494	362	333	27	0	472	306	672
ENSG00000005471	1962	4463.51	1567.03	3230.55	3169.88	1795.99	2103	1836.54	1585	2161	701.11	2573	2398	2213	4813	2812.34
ENSG00000005483	77	524	134	324	219	170	201	153	361	159	460	115	176	944	765	488
ENSG00000005486	3139	3196	1945	4540	4905	1770	4118	2235	1685	1758	2106	2749	1679	1943	3392	3649
ENSG00000005513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005700	1189	1349	684	579	991	302	1019	1114	732	721	1621	411	1547	2919	4094	1773
ENSG00000005801	8	116	135	232	90	163	261	210	20	228	643	307	2	298	1117	316
ENSG00000005810	891.33	1950.75	684.24	921	1430.4	735.91	1533	1078.55	979	717.65	2489	1545	0	1500	1013.44	2173.89
ENSG00000005812	317.09	327	113	186	288	240	128	250.71	188	269	274	686.59	665	18	203	687.41
ENSG00000005844	308	341	296	321	546	226	380	172	340	167.48	67	0	239	252	526	498
ENSG00000005882	1417	2188	975	2475	2562	1631	1601	1504	809	1123	1414	3116	1088	1528	1951	2527
ENSG00000005884	19366.01	24315.94	13182.99	21256.39	22704	12194.97	24546	14666	7486	11324.33	21108	22161.87	7620.09	11895	17774.53	12700
ENSG00000005889	194	686	381	535	828	245	498	443	987	850	1171	350	171	730	1507	1253
ENSG00000005893	4542	7459	3528	4536	5205	2507	4412	4710	4441	4273	4341	3832	8323	7743.02	11597	13424
ENSG00000005961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005981	1	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
ENSG00000006007	656.93	1603.76	690.38	1167.12	1513.81	1103.87	1261.38	942.35	485.39	614.76	504.04	2253.68	1070.77	586	2137.52	947.56
ENSG00000006015	109	89.02	108	172	65	127	36	178	97	91	54	0	0	0	524	0
ENSG00000006016	0	0	0	0	0	0	83	0	0	71	0	0	0	0	0	0
ENSG00000006025	169	154	2	262	79	20	76	39	0	80	282	583	408	0	0	0
ENSG00000006042	913	1220	817	775	508	589	1679	700	218	893	766	2344	880	2030	888	1400
ENSG00000006047	59	0	0	53	72	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062	322	603.81	316	424.69	430	315	310	110	207	469	80	73	424	631	657	0
ENSG00000006071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	553	965	682	668	697	827	776	69	184	129	776	2035	2	133	188	3
ENSG00000006125	1317	1928	1089	1973.9	1845	1138	1410	1681	2208	1807	2895	1983	2713	4327	3812	3455
ENSG00000006128	0	0	0	0	0	5	0	0	0	12	1	0	0	0	0	0
ENSG00000006194	108	567	0	289.34	258	43	372	100	124	242	62	594	407	0	702	168
ENSG00000006210	865	2052	1073	2336	2558	1554	614	616	1145	1587	923	1940	2708	1044	1178	1313
ENSG00000006282	1583	3014	2094	2929	3614	1692	3760	1858	1709	2025	2205	2973	3271	2062	999	3817
ENSG00000006283	0	24	59	17	0	36	1	0	0	90	0	335	0	0	0	1
ENSG00000006327	2926	4497	2384	4202	4233	3753	2209	1802	1444	1801	1580	4100	309	656	4156	1916
ENSG00000006377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006432	154.46	194	33	275.66	462	127	623	39	270.05	310.01	155.95	308	1	101	311	100
ENSG00000006451	72	24	51	47	203	74	77	19	37	115	24	20	0	5	12	76
ENSG00000006453	2164	3098	2000	4085	3757	1407	2096	2477	1811	2243	3668	2702	1950	2532	8602	2375
ENSG00000006459	9	135	238	221	26	110	166	87	358	187	123	160	194	1044	903	1741
ENSG00000006468	516	872	502	524	933	451	1125	1552	586	730	1556	1027	1249	2081	4070	2199
ENSG00000006530	418	649	467	590	552	215	525	503	64	675	754	540	1261	851	1490	784
ENSG00000006534	524	712.87	594	658	440	389	931	691.6	196	251	85	120	314.46	391	322	390
ENSG00000006555	1197	1484	365	1136	1264	703	355	375	439	226	727	941	612	1128	931	1164
ENSG00000006576	79	125	63	109	73	7	148	98	95	139	462	232	1	197	483	16
ENSG00000006606	97	59	0	0	0	35	54	17	0	0	0	0	0	0	0	0
ENSG00000006607	475	646	141	659.77	567.6	217.86	479	679	602	577	547	1628	2	380	1217	1254
ENSG00000006611	224	354	96	208	135	268	417	4	288	247	197	205	0	77	0	414
ENSG00000006625	599	94	110	101	315	210	307	110	199	141	397	108	2	20	196	290
ENSG00000006634	1	143	4	62	50	17	53	44	0	57	50	122	1	0	27	299
ENSG00000006638	0	0.75	10.04	28.03	1.02	0	0	11.99	0	0	0	0	3.88	2.06	26.61	0.98
ENSG00000006652	153	267	111	187	266	70	269	413	63	369	340	0	0	92	873	291
ENSG00000006659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006695	240	724	446	635	545	350	915	395	521	279	431	494	1	518	205	647
ENSG00000006704	454	158	152	266	358	229	235	43	187	213	371	131	0	80	231	579
ENSG00000006712	1918	3792	1231	2242	2285	1325	2017	2685	915	2102	1958	1234	1950	3367	3699	1302
ENSG00000006715	357.99	879	343	676.02	750	388	748.01	740	815	729.61	511	606	1117	1699	984.14	2987
ENSG00000006740	1	263	24	130.76	157.12	23	74	0	78	171	150	88	4.16	0	0	0
ENSG00000006744	1952	3309	2057	3423	3081	2869	3919	2471	1110	1990	4304	3165	1451	1817	3327	768
ENSG00000006747	0	0	0	5	0	0	0	0	0	2.01	0	0	0	0	0	0
ENSG00000006756	317	1302	535	1274	1130	420.3	439.42	796.66	502	643	261	651	528	14	861	100
ENSG00000006757	316	483.76	204	554	344	454	508	285	430	244	202	38	0	145	238	1425
ENSG00000006788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006831	437	1753	884	1584	1159	720	610	668	880	952	920	1162	195	1965	3389	1122
ENSG00000006837	0	2	0	6	14	1	0	14	62	50	2	0	0	0	168	0
ENSG00000007001	6	230	61	102	126	4	13	154	195	135	138	39	0	20	3	446
ENSG00000007038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007047	77	91	149	536	581	42	37	188	90	2	272	382	1	196	1	2
ENSG00000007062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007080	292	520	162	366	322	3	765	31	84	197	367	331	1	342	1	1
ENSG00000007129	80	0	0	0	0	50	0	1	0	0	0	0	0	0	0	0
ENSG00000007168	385	1389	376	911	951	502	777.61	735	891	1089	1138	883	4	1939	3176	3054
ENSG00000007171	0	207	3	153	536	195	171	352	91	268	196	312	2	297	273	452
ENSG00000007174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007202	3013.07	6174.29	2274.24	4742.62	5660.1	3058.47	5145.9	4525.67	2928	5540.16	5162.51	4121.09	3037.01	4059.6	8174.55	4523.44
ENSG00000007216	0	0	62	107	33	0	0	0	0	66	0	0	0	0	0	0
ENSG00000007237	7	36	100	277.01	232	99	182	111	45	95	60	0	0	450	0	0
ENSG00000007255	38	235	208	278	100	74	217	52	45	106	33	549	3	21	533	6
ENSG00000007264	0	0	155	61	66	94	91	0	52	0	0	145	0	0	0	0
ENSG00000007306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007341	30	91	0	135	73	0	158	33	0	118	129	1	1	0	5	253.47
ENSG00000007350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007372	0	6	1	20	11	6	8	0	0	0	0	141	0	0	0	0
ENSG00000007376	118	141	125	288	113	112	279	70	80	156	273	262	0	0	0	0
ENSG00000007384	481	579	239	694	554	175	704	190	6	260	430	1174	0	1	653	1076
ENSG00000007392	1	25	52	53	148	40	136	4	75	53	93	0	0	0	408	0
ENSG00000007402	0	0	0	25	1	0	121	0	0	0	0	0	0	0	0	0
ENSG00000007516	196	86	181	200	97	179	124	296	91.3	0	2	31	0	217	12	0
ENSG00000007520	192	377	192	463	444	278	477	46	214.7	160	404	1	0	44	1	8
ENSG00000007541	292	561.87	483	582	780.51	547.5	333	100	107	463	308	153	2	219	947	197
ENSG00000007545	0	398	164.88	252.66	297	0	160	4	2	382	54.98	18.81	0	485	569	1
ENSG00000007866	381	457	205	361	458	79	258	215	393	59	255	148	394	4	438	1
ENSG00000007908	14	26	0	1	0	0	11	0	0	0	36	219	0	0	0	0
ENSG00000007923	346.97	1668.05	629.07	1264.27	1787.53	831.65	1521	1061	410.65	682	180.1	585.75	699	2032	74	2602
ENSG00000007933	1850	2246	1976	2010	2643.38	1592	2646	1977	2361	2046	1930	1544	1977	2982	6462	4506
ENSG00000007944	1	0	0	0	11	0	118	0	93	49	1	0	0	0	0	0
ENSG00000007952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007968	0	151	91	128	12	1	73	0	15	0	110	0	0	0	146	1
ENSG00000008018	245	424	362	404	89	312	298	355	150	257	507	222	3	155	171	33
ENSG00000008056	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1
ENSG00000008083	160	460	201	206	208	19	94	327	105	221	173	216	8	0	0	2
ENSG00000008086	69	187.47	57	134.06	270.51	58.92	53	226.05	142.03	415.78	502	77	425	1484.25	260	425
ENSG00000008118	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
ENSG00000008128	380.71	455.13	368.64	324.36	175.53	204.8	167.99	309.11	380.13	296.28	86	848.92	405.25	93.31	467	0.59
ENSG00000008130	4294	6957	3802	5410	7130	3765	5936	3338	1890	4828	3590	5868	4752	2051	4660	3459
ENSG00000008196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008256	404	291	51	244	165	323	260	26	29	39	4	0	328	1	0	2
ENSG00000008277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008282	526	1193	581	461	971	270	619	571	54	394	1117	431	398	1035	1935	1472
ENSG00000008283	320	397	392	743	643	394	519	278	197	76	863	208	1	389	900	0
ENSG00000008294	744	1800	532	1321	1120	798	1310	1730	1670	1631	2347	1081	8	1982	2991	4628
ENSG00000008300	63	0	0	0	0	25	31	0	0	0	0	0	1	0	0	0
ENSG00000008311	7	384	244	43	9	4	78	185	102	90	10	3	1	424	456	625
ENSG00000008323	218	132	125	364	595	243	591	307	44	277	251	97	595	109	1	0
ENSG00000008324	0	108	4	54	57	54	139	50	177	0	1	6	0	56	0	316
ENSG00000008382	0	390	68	307	346	280	1	0	33	163	98	0	0	123	1	0
ENSG00000008394	21741	37462	15349	19103	22995	10852	28879	27248	21585	22942	42871	28923	33084	59295	61781	71980
ENSG00000008405	265	224	177	222	221	22	318	355	158	137	192	53	0	0	514	47
ENSG00000008438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008441	214	379	116	210	326	49	95	86	122	259	169	285	0	264	3	177
ENSG00000008513	2178	3369	1695	2315	2391	1120	1907	1636	2538	1697	1300	1892	1825	1663	3101	3886
ENSG00000008516	0	93	0	22.04	34	34	0	0	0	31	1	0	0	0	0	0
ENSG00000008517	10204	17485	7212	11832	10717	6549	10509	8393	5115	7638	8429	5042	5619	7085	9598	7173
ENSG00000008710	517.19	729.22	771.74	890.54	1244.73	761.92	866.1	478.08	665.02	313.08	169.99	432.99	972	147.58	1197.94	3
ENSG00000008735	0	36	1	66	129	69	26	0	57	107	2	0	0	209	0	0
ENSG00000008838	949	1746	928	1625	1506	682	2419	1590	750	1414	1971	2180	1333	2327	2230	2261
ENSG00000008853	102	794.33	101	288	565	256	210	78.16	227	281	205	0	3	621	3.17	628
ENSG00000008869	375	577	182	646	586	234	498	488	574	492	786	614	493	270	2591	327
ENSG00000008952	584	1139	218	583	564.01	205.72	417	533	590	577	429	940	913	1085	2738	1835
ENSG00000008988	7742	10579	7018	5582.09	5665.1	5259	7378.18	6708	4112	4431	5772.3	7214	2578	6889	6806	11475
ENSG00000009307	4542.98	9161	4772	5259	6523.99	3517	8096	7323.01	4819	6323.98	9200	6740.81	4399.53	7668	12573	10956
ENSG00000009335	1237	2216	931	1682	1560	798	1346	1261	719	640	2586	1050	1925	2213	1548	1888
ENSG00000009413	156	256	157	219.26	310	204.95	223.77	209	327	368.12	931.06	191	770	433.89	1623.99	1690.17
ENSG00000009694	44	25	64	60	105	2	105	22	0	41	22	0	0	0	1	92
ENSG00000009709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	1740	1625	1157	3337	3570	2113	1583	1175	1058	1018	948	2472	705	1565	2371	892
ENSG00000009765	514	593	215	666	1006	334	514	99	295	309	213	230.01	1	515	305	2.02
ENSG00000009780	0	23	55	177	8	21	1	2	100	71	0	0	1	117	1	0
ENSG00000009790	0	0	75.73	2.72	6	83	116.17	1	0	32.05	0	0	0	0	341	0
ENSG00000009830	276	321	374	307	331	439	368	299	256	339	657	182	1206	346	584	0
ENSG00000009844	1463	1987	911	1493	1888	971	2546	2485	1473	1427	2327	2646	4333	2116	5399	5164
ENSG00000009950	182	843	340	410	520	306.09	309	155	217	467	54	758	2	0	294.01	1
ENSG00000009954	730	579	605	974	1032	606	778	676	630	903	984	1246	749	1138	1770	1009
ENSG00000010017	776	719	365	612	583	456	806	1001	590	729	1414	581	2	3003	1286	3691
ENSG00000010030	0	0	1	93	0	43	116	66	0	85	0	4	0	0	0	0
ENSG00000010072	30	107.62	139	138	78	201	92	36	147	95	129	180	0	0	797	0
ENSG00000010165	125	269	33	404	418	218	197	227	124	319	480	136	0	99	0	430
ENSG00000010219	1073	1519	1182	1601	1341	747	1546	831	1011	1177	1120	2977	1014	966	684	882
ENSG00000010244	5783	10355	4239	6676	7757	5312.74	7679	8158	6693	6112	10162	10920	5882	11493.9	21957	16418
ENSG00000010256	5640	7361	3609	6645	5727	4607	4657	3880	3240	3884	4029	4638	2070	3094	3657	4228
ENSG00000010270	409	392	301	149	114	75	102	38	32	17	270	41	1	219	1012	275
ENSG00000010278	3028	4244	1962	4181	3566	2404	3679	2266	2078	2896	2171	3113	5174	3293	4374	4003
ENSG00000010282	0	0	0	0	0	0	87	1	0	0	0	0	0	0	0	0
ENSG00000010292	486	996.84	262	504.72	738.43	319.26	524	387	332	551	629	796	645	81	703	451
ENSG00000010295	399	2	1	120	2	46	0	79	2	83	296	0	508	0	0	0
ENSG00000010310	31	70	0	0	23	0	13	0	2	0	0	0	0	0	0	221
ENSG00000010318	1	102	106	37	0	23	3	0	59	78	54	63	0	0	0	3
ENSG00000010319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010322	817	1499	896	1405	1494	830	859	1057	768	1032	483	3473	3801	486	1436	1347
ENSG00000010327	124	3	100	94	33	0	0	145.16	56	0	0	0	0	0	397	0
ENSG00000010361	0	161	88	89	111	126	0	0	0	115	0	0	0	207	0	0
ENSG00000010379	42	90	153	225	159	46	29	0	106	34	0	5	0	92	0	0
ENSG00000010404	740.89	2372.44	656.12	1215.26	1535.24	898.52	1406.14	1046.63	763	933	2551.63	2819.06	1	469.05	1732.11	634
ENSG00000010438	903	1793	1276	1828	1605	1003	1459	1474	808	587	704	1022	1238	2320	3024	450
ENSG00000010539	114	386	132	56	72	87	252	7	148	43	433	109	0	374	557	0
ENSG00000010610	361	159	36	172	117	52	84	185	189	68	47	69	0	32	1	779
ENSG00000010626	1	120	0	37	84.3	0	128	15	25	70	54	1	0	3	0	264
ENSG00000010671	0	3	0	3	70	114	0	0	0	11	30	0	0	0	0	0
ENSG00000010704	276.02	541	331.97	223.81	532.43	17	587.12	253	165.02	123	624	95	1	0	613	412
ENSG00000010803	310	750	302	453	633	412	936	510	407	389	754	229	1018	1574	836	1315
ENSG00000010810	363	566	177	434	467	222	371	57	162	398	329	1131	0	775	591	609
ENSG00000010818	378	219	209	459.74	432	302	800	724	379.25	540	667	151	13	720	684	1798
ENSG00000010932	375	521	78	404	494	278	368	393	364	464	297	546	2	528	1135	1382
ENSG00000011007	1301	1711	560	1399	1702	767	1413	1674	908.4	1529	2227	1645.85	698	2185	2426	2449
ENSG00000011009	3733	5067	3561	5943	5577	3954	4436	2537	1759	2540	2767	4773	1084	1490	3223	3445
ENSG00000011021	400	492	77	523	603	267	609	507	350	543	668	807	1	170	78	2
ENSG00000011028	54	32	160	84	19	54	158	0	0	56	0	99	506	1	0	0
ENSG00000011052	0	44.76	0	56.9	0	3.59	212.93	177.91	0	52.26	8.51	0	0	0	0	0
ENSG00000011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105	659	1050	425	469	642	355	653	505	364	577	1105	2563	853	843	902	8
ENSG00000011114	288	348.56	344	366.56	282.21	224	269	390	113	288	568	166.38	0	661	644	28
ENSG00000011132	1237	1196	321	1363.97	1770	434	1043	803	504	672	616	2087	1	53	2	456
ENSG00000011143	0	47	71	68	24	0	23	4	202	76	3	272	0	0	0	157
ENSG00000011198	341	322	33	115	15	100	129	211	39	12	150	3	0	582	762	774
ENSG00000011201	141	0	0	7	53	10	24	0	0	0	0	0	0	0	0	0
ENSG00000011243	536	1698	735	722	896	482	910	513	282	501	495	652	7	58	811	1484
ENSG00000011258	0	109	115	115	87	68	97	20	134	157	5	99	0	50	1239	322
ENSG00000011260	0	310	60	40	15	45	107	17	0	23	197	82	0	5	0	1
ENSG00000011275	758	1156.07	433	1180.07	1258.34	978	1388.01	1433	982.01	828	801	2969	247	390	1071	1069
ENSG00000011295	300.85	478.1	111	195.84	105	132	43.87	182.13	138	212	235	22	0	561	647	1219
