64685	7160
64686	7447
64687	7194
64688	7205
64689	7195
64690	7446
64691	7251
64692	7251
64693	7251
64694	7448
64695	7251
64696	7251
64697	7381
64698	7382
64699	7286
64700	7286
64701	7243
64702	7243
64703	7383
64704	7385
64705	7412
64706	7414
64707	7313
64708	7313
64709	7969
64710	7416
64711	8757
64712	7417
64713	7428
64714	8033
64715	7443
64716	7442
64717	7441
64718	7921
64719	7440
64720	7440
64722	7438
64723	7425
64724	7424
64725	7423
64726	7422
64727	7421
64728	7419
64729	7996
64730	7418
64732	7172
64733	7404
64734	7307
64735	7307
64736	7398
64737	7397
64738	7396
64739	7394
64740	7305
64741	7369
64742	7160
64743	7160
64744	7160
64745	7160
64746	7160
64747	7160
64748	7160
64749	7160
64750	7160
64751	7164
64752	7164
64753	7159
64754	7159
64755	7169
64756	7169
64757	7169
64758	7159
64759	7216
64760	7209
64761	7183
64762	7197
64763	7197
64764	7171
64765	7199
64766	7199
64767	7192
64768	7213
64769	7167
64770	7163
64771	7220
64772	7225
64773	7226
64774	7171
64775	7171
64776	7159
64777	7253
64778	7228
64779	7160
64780	7189
64781	7189
64782	7202
64783	7167
64784	7167
64785	7181
64786	7181
64787	7230
64788	7230
64789	7159
64790	7181
64791	7164
64792	7194
64793	7205
64794	7205
64795	7205
64796	7205
64797	7294
64798	7449
64799	7453
64800	7273
64801	7273
64802	7273
64803	7179
64804	7176
64805	7172
64806	7189
64807	7399
64808	7332
64809	7205
64810	7205
64811	7205
64812	7333
64813	7160
64814	7160
64815	7194
64816	7164
64817	7183
64818	7192
64819	7167
64820	7163
64821	7163
64822	7189
64823	7189
64824	7202
64825	7178
64826	7189
64827	7189
64828	7270
64829	7236
64830	7204
64831	7190
64832	7172
64833	7221
64834	7185
64835	7267
64836	7184
64837	7254
64838	7261
64839	7231
64840	7241
64841	7176
64842	7240
64843	7248
64844	7235
64845	7258
64846	7420
64847	7348
64848	7213
64849	7212
64850	7206
64851	7175
64852	7310
64853	7166
64854	7166
64855	7166
64856	7166
64857	7166
64858	7166
64859	7166
64860	7166
64861	7166
64862	7166
64863	7439
64864	7168
64865	7188
64866	7188
64867	7188
64868	7591
64869	7281
64870	7281
64871	8174
64872	7201
64873	7201
64874	7162
64875	7162
64876	7162
64877	7162
64878	7162
64879	7162
64880	7162
64881	7162
64882	7162
64883	7180
64884	7180
64885	7237
64886	7237
64887	7193
64888	7186
64889	7186
64890	7191
64891	7191
64892	8230
64893	7168
64894	7189
64895	7229
64896	7165
64897	7271
64898	7222
64899	7215
64900	7353
64901	7264
64902	7234
64903	7268
64904	7197
64905	7232
64906	7345
64907	7219
64908	7238
64909	7211
64910	7164
64911	7187
64912	7277
64913	7245
64914	7196
64915	7196
64916	7176
64917	7524
64918	7275
64919	7263
64920	7198
64921	7214
64922	7194
64923	7388
64924	7329
64925	7229
64926	7212
64927	7163
64928	7163
64929	7250
64930	7249
64931	7163
64932	7272
64933	7260
64934	7179
64935	7179
64936	7179
64937	7189
64938	7189
64939	7195
64940	7165
64941	7165
64942	7165
64943	7271
64944	7222
64945	7234
64946	7187
64947	7196
64948	7196
64949	7263
64950	7198
64951	7214
64952	7242
64953	7198
64954	7221
64955	7165
64956	7218
64957	7219
64958	7210
64959	7233
64960	7182
64961	7182
64962	7200
64963	7207
64964	7207
64965	7223
64966	7244
64967	7178
64968	7437
64970	7450
64971	7451
64972	7455
64973	7456
64974	7458
64975	7505
64976	7380
64977	7998
