ENSG_ID	6.5hr_vehicle_control_biological_rep_2	6.5hr_vehicle_control_biological_rep_1	18hr_erstressin_biological_rep_2	18hr_erstressin_biological_rep_1	18hr_erstressin_unstimulated_biological_rep_2	18hr_erstressin_unstimulated_biological_rep_1	30min_erstressin_biological_rep_2	30min_erstressin_biological_rep_1	6.5hr_erstressin_biological_rep_2	6.5hr_erstressin_biological_rep_1	18hr_nostressin_biological_rep_1	18hr_nostressin_biological_rep_2	30min_nostressin_biological_rep_1	30min_nostressin_biological_rep_2	6.5hr_nostressin_biological_rep_1	6.5hr_nostressin_biological_rep_2
AFFX-BioB-3_at	4.44088225293461	3.79669149113006	3.88062116949357	4.32989299395831	4.02055584727909	4.73437251722836	4.16228383136826	3.71488645958851	4.39253447290602	4.14787299091521	4.3013797863022	3.73386121023124	4.09316385479778	3.65881944827808	3.87752558395236	4.21240199957035
AFFX-BioB-5_at	5.02318425289404	4.23314372802264	4.40104496646369	4.37379924263383	4.03679838388573	4.49174053217403	4.35995123270959	4.12375521238053	4.66651110249419	4.2102014588014	4.63907832259299	3.97042343916845	4.63278200423447	4.16195911876915	4.52021198203988	4.55386643278839
AFFX-BioB-M_at	5.67836992486813	4.66647868627122	4.71260414507599	5.02939127321269	4.95847568526793	5.1794707866028	5.00794917940047	4.46337432830957	5.21499904661446	4.8427814689836	5.30717980272723	5.09174225324766	5.07447090437438	4.89101027159532	5.49149299356692	5.2746121847215
AFFX-BioC-3_at	7.15138384112941	6.60417040905064	6.53629611421318	7.20941448209486	7.01866929333434	7.35689925927324	7.05375837343608	6.86729765093581	7.04001432494919	6.99729203193541	7.02071106122657	6.54020129751546	7.08259696982415	6.72264221307478	7.20920896075041	7.05888359473268
AFFX-BioC-5_at	6.7978065165356	6.2207264723107	6.41395920224475	6.79093397238319	6.35925276582016	7.15736241743763	6.68407363446743	6.30463418152214	6.59975987477201	6.5681328113159	6.70712085108547	6.40150038580529	6.80530798510032	6.46070982491608	6.98031863031693	6.83313094615067
AFFX-BioDn-3_at	10.0153316904353	9.45685795035644	9.55170243100474	9.69415204078219	9.62730059167404	10.0326687668654	9.84297224844604	9.69579943864788	9.72405929030011	9.84453061033284	9.68215301644728	9.44957868665052	9.89551685513702	9.9145936831264	9.89264872222552	10.0343442425272
AFFX-BioDn-5_at	8.39159825199342	7.99875603187927	7.87433877371918	8.26779468786845	8.17654694281108	8.8199036951656	8.2412651181789	7.86526437289757	8.08569500121481	8.17251463873502	8.09227713113428	7.84051044778605	8.50699558269433	8.11393916296474	8.49655681264239	8.46047914310657
AFFX-CreX-3_at	11.5072758876864	11.3863638139238	11.2528844837983	11.4430756800817	11.4672477470887	11.8853541791208	11.4671737508467	11.4294589483298	11.4558972606622	11.5637817297385	11.2935176128546	11.3509069530773	11.6528824367192	11.6211416164921	11.6471310296743	11.7390999724926
AFFX-CreX-5_at	11.1829358715221	11.1049789655459	10.8117505916294	11.0954800742018	11.0731218872049	11.5421159042244	11.1897582619627	11.0353661088331	10.9680265025111	11.1806459501868	10.9929377485734	11.0488000148299	11.4338979446412	11.2009212252234	11.3369464394853	11.3054873641425
AFFX-DapX-3_at	1.90322440675867	2.0408560481803	1.9994750217495	1.71894281569107	1.56148328467433	1.87878943985742	1.55278366145007	1.65160272087046	1.70366741100739	1.47635167083508	1.86176029394097	1.96617426479441	1.58540461116992	1.8051970115776	1.67567246006417	1.61574356347335
AFFX-DapX-5_at	1.7336543079047	1.8051839855653	1.76900809152598	2.06395716415933	1.70806951237321	1.83942495671584	1.73953093624929	1.72050519750016	1.62998128893667	1.60518346305651	1.64948308150235	2.08187240321128	1.53336129691793	1.7251438440498	1.45258646821939	1.82575297315138
AFFX-DapX-M_at	1.80486580686998	1.87973181177727	1.73210683276127	1.8967102908403	1.68050171166482	1.84537754102911	1.69369493632619	1.7154900369448	1.70552446197611	1.606631971646	1.68491612246946	1.79601076132413	1.8097317807795	1.75913937504857	1.58525578103119	1.76997800290713
AFFX-HSAC07/X00351_3_at	12.9341230237904	12.7815370460165	12.1010305366498	12.1179754058815	12.3788266332769	12.2416523976468	12.9527943191174	13.0346990703794	12.7003768112639	12.9494334117744	12.4088910892711	12.4339592476675	13.0316048085688	13.0501493973808	13.0632434590868	13.0476835971224
AFFX-HSAC07/X00351_5_at	12.2113236968045	11.9938604392067	11.181951731059	11.0675437569164	11.2141298480331	11.219740491302	12.4798596258799	12.5006697869998	11.5598723617607	12.1970158854501	11.5684757641582	11.5403963395948	12.4493247357541	12.4065051837607	12.2677365075674	12.3035940412434
AFFX-HSAC07/X00351_M_at	12.3787439402905	12.1907953150679	11.3331931671694	11.3204157435383	11.4293916605884	11.5593017800557	12.6588308269074	12.5584314494606	11.7733744808259	12.3830061722542	11.6782027792058	11.6570402571141	12.5244234935826	12.4713546325591	12.42862944049	12.4915380208071
AFFX-hum_alu_at	12.6869549934993	12.5542153954436	12.7614199061782	12.7568559526835	12.6588869132803	12.7418146931581	12.6095996969635	12.5701513357968	12.7292084541689	12.7268366900769	12.7574944103148	12.733884305756	12.583182200236	12.6712673974457	12.7112622657679	12.741669879806
AFFX-HUMGAPDH/M33197_3_at	12.6297017335036	12.6190558782287	12.4502417843907	12.5027355815378	12.5886306206386	12.583796647781	12.6252696074888	12.6655988732708	12.5654880521071	12.4899779397242	12.6410840066918	12.5993752692859	12.5679739193456	12.5826460753559	12.4560304484572	12.4832729451708
AFFX-HUMGAPDH/M33197_5_at	12.5837360595942	12.6297368758747	12.3464664922768	12.3902488482124	12.5287493947216	12.4594165043081	12.5792780630278	12.5952733037525	12.3108350118486	12.4434744125884	12.6541047687175	12.6618621202459	12.6030577573374	12.4969997218142	12.4373101992371	12.3791101170717
AFFX-HUMGAPDH/M33197_M_at	12.1751656867805	12.2482802189676	11.972190077923	11.933630871629	12.1903175218685	12.0318273487251	12.2411387210252	12.2620765271449	11.9937799838408	12.0564364604513	12.2375084304114	12.2244052315542	12.1838745012619	12.2166924303034	11.9351339610647	12.0188343386158
AFFX-HUMISGF3A/M97935_3_at	11.0867563616637	11.1781100404146	11.4256606399815	11.5308325392987	7.85068305630804	7.74534422435357	7.19585417263117	7.28347897642066	10.9296899582027	10.9699320044533	11.5559700034288	11.665599039124	7.90755771242959	7.78813971329018	11.1016757811919	11.0666163002787
AFFX-HUMISGF3A/M97935_5_at	9.41881892588853	9.31085444389816	9.98564205260985	10.1358394951668	4.43830466518792	5.01734914384693	4.59236855184124	4.46930189606722	8.62794015040576	9.13343354201934	10.4098720373603	10.5737971586795	4.58623905867536	4.32526575359188	9.37098915627552	9.14956706036104
AFFX-HUMISGF3A/M97935_MA_at	10.3300234317288	10.1381603341778	10.9379002903299	10.9492153240963	5.40500665894256	5.62456245232947	5.16943423015313	5.39575912865833	9.85075366204755	10.038643152941	11.0801019556735	11.0676322064704	5.40499593283135	5.03181585534392	10.0716661712142	10.068743875666
AFFX-HUMISGF3A/M97935_MB_at	10.0409430030671	9.93964326531109	10.3655722277087	10.6731654836626	5.20651015716066	5.30896748596737	4.7362186391792	5.43195660392257	9.66960872306238	9.75793480609327	10.6980683350111	10.8811441225924	4.99488405093195	5.35727700962116	9.88622133590197	9.81709494331908
AFFX-HUMRGE/M10098_3_at	4.7383040052033	4.53922781149497	4.2025800515477	4.75086191519272	5.44393581788803	4.43764862139313	2.96922594572259	3.05646040554832	4.30515294317325	2.8529966688786	5.19791351215603	4.26968984823119	3.02136968405739	3.20412454010694	2.91765247999414	3.100611358685
AFFX-HUMRGE/M10098_5_at	3.76232607805604	3.65280762757022	9.42045133740853	11.1860419187731	11.9705963674071	10.7156430091176	2.40499071901509	2.31669337973954	3.47144942249539	2.35677519066686	12.0413119366444	9.64085750969498	2.16829507116157	2.64381808144934	2.08704380148831	2.72406926388011
AFFX-HUMRGE/M10098_M_at	5.01165654515257	5.02924667415712	5.83842723395709	7.07709296838715	7.26813368528711	6.97839618514871	3.29785147869577	3.23233369844171	4.11088352558651	3.29471085787811	7.51595468393316	6.83010791569904	3.67937567451544	3.85883416484612	3.26875106850828	4.38647691496082
AFFX-LysX-3_at	1.82166889968696	1.578324435057	1.86807164268406	1.6883040755944	1.44774814589112	1.5608941252003	1.53120477495698	1.5757501514073	1.67369783733186	1.51873198233794	1.61390623542424	1.77645639996097	1.59713844518698	1.79691086694157	1.60486599242293	1.63710736244838
AFFX-LysX-5_at	1.53082281634129	1.6455713817185	1.7072319413752	1.60913928286418	1.86808320641026	1.73415773490829	1.25692771383286	1.25279244830758	1.71998820319361	1.58321566345416	1.68168682335617	1.5926973724011	1.35554389605885	1.64674741801128	1.5118365035278	1.60296394019764
